,0,1,2,3,4
348,18446744073709572554,5897129,1705354499,1705354499,18446744073709572554
349,18446744073709572553,5893575,1705350875,1705350875,18446744073709572553
350,18446744073709572552,5910760,1705347263,1705347263,18446744073709572552
351,18446744073709572551,5900000,1705343639,1705343639,18446744073709572551
352,18446744073709572550,5931350,1705340939,1705340939,18446744073709572550
353,18446744073709572549,5942695,1705337327,1705337327,18446744073709572549
354,18446744073709572548,5938999,1705333703,1705333703,18446744073709572548
355,18446744073709572547,5949391,1705330067,1705330067,18446744073709572547
356,18446744073709572546,5919237,1705327007,1705327007,18446744073709572546
357,18446744073709572545,5949000,1705326011,1705326011,18446744073709572545
358,18446744073709572544,5963359,1705322387,1705322387,18446744073709572544
359,18446744073709572543,5963162,1705318775,1705318775,18446744073709572543
360,18446744073709572542,5937737,1705315151,1705315151,18446744073709572542
361,18446744073709572541,5920572,1705311515,1705311515,18446744073709572541
362,18446744073709572540,5891074,1705309991,1705309991,18446744073709572540
363,18446744073709572539,5878421,1705306355,1705306355,18446744073709572539
364,18446744073709572538,5884000,1705302719,1705302719,18446744073709572538
365,18446744073709572537,5892937,1705299095,1705299095,18446744073709572537
366,18446744073709572536,5883412,1705295459,1705295459,18446744073709572536
367,18446744073709572535,5879343,1705291823,1705291823,18446744073709572535
368,18446744073709572534,5909042,1705288379,1705288379,18446744073709572534
369,18446744073709572533,5916057,1705284743,1705284743,18446744073709572533
370,18446744073709572532,5909709,1705281107,1705281107,18446744073709572532
371,18446744073709572531,5915315,1705277483,1705277483,18446744073709572531
372,18446744073709572530,5908062,1705273847,1705273847,18446744073709572530
373,18446744073709572529,5939919,1705270871,1705270871,18446744073709572529
374,18446744073709572528,5925237,1705267247,1705267247,18446744073709572528
375,18446744073709572527,5893102,1705265051,1705265051,18446744073709572527
376,18446744073709572526,5885278,1705261415,1705261415,18446744073709572526
377,18446744073709572525,5893836,1705257791,1705257791,18446744073709572525
378,18446744073709572524,5896061,1705254179,1705254179,18446744073709572524
379,18446744073709572523,5887414,1705250555,1705250555,18446744073709572523
380,18446744073709572522,5918810,1705249079,1705249079,18446744073709572522
381,18446744073709572521,5926301,1705245455,1705245455,18446744073709572521
382,18446744073709572520,5907999,1705241819,1705241819,18446744073709572520
383,18446744073709572519,5925004,1705238183,1705238183,18446744073709572519
384,18446744073709572518,5935000,1705234559,1705234559,18446744073709572518
385,18446744073709572517,5926519,1705230923,1705230923,18446744073709572517
386,18446744073709572516,5928463,1705230443,1705230443,18446744073709572516
387,18446744073709572515,5935190,1705226747,1705226747,18446744073709572515
388,18446744073709572514,5936802,1705223123,1705223123,18446744073709572514
389,18446744073709572513,5920800,1705219511,1705219511,18446744073709572513
390,18446744073709572512,5931174,1705215887,1705215887,18446744073709572512
391,18446744073709572511,5962025,1705213007,1705213007,18446744073709572511
392,18446744073709572510,5972240,1705209371,1705209371,18446744073709572510
393,18446744073709572509,5986179,1705205735,1705205735,18446744073709572509
394,18446744073709572508,5990364,1705202111,1705202111,18446744073709572508
395,18446744073709572507,6000084,1705198475,1705198475,18446744073709572507
396,18446744073709572506,6013705,1705194839,1705194839,18446744073709572506
397,18446744073709572505,6005000,1705191215,1705191215,18446744073709572505
398,18446744073709572504,6018984,1705187579,1705187579,18446744073709572504
399,18446744073709572503,5984267,1705185083,1705185083,18446744073709572503
400,18446744073709572502,5986839,1705181459,1705181459,18446744073709572502
401,18446744073709572501,6002476,1705177823,1705177823,18446744073709572501
402,18446744073709572500,5993123,1705174187,1705174187,18446744073709572500
403,18446744073709572499,5994703,1705170563,1705170563,18446744073709572499
404,18446744073709572498,5963078,1705167623,1705167623,18446744073709572498
405,18446744073709572497,5971264,1705163987,1705163987,18446744073709572497
406,18446744073709572496,5940702,1705160927,1705160927,18446744073709572496
